"Territory","SHORTNAME","ISO3","Date","HDD18"
"Germany","GERMANY","DEU",2019-04-10,11.2741012573242
"Germany","GERMANY","DEU",2019-04-11,12.9986410140991
"Germany","GERMANY","DEU",2019-04-12,14.5341873168945
"Germany","GERMANY","DEU",2019-04-13,15.1016941070557
"Germany","GERMANY","DEU",2019-04-14,13.7984046936035
"Germany","GERMANY","DEU",2019-04-15,9.69990730285644
"Germany","GERMANY","DEU",2019-04-16,8.1080846786499
"Germany","GERMANY","DEU",2019-04-17,6.33762502670288
"Germany","GERMANY","DEU",2019-04-18,4.34997606277466
"Germany","GERMANY","DEU",2019-04-19,3.14441227912903
"Germany","GERMANY","DEU",2019-04-20,3.38941645622253
"Germany","GERMANY","DEU",2019-04-21,3.54453802108765
"Germany","GERMANY","DEU",2019-04-22,2.97106885910034
"Germany","GERMANY","DEU",2019-04-23,3.22869992256165
"Germany","GERMANY","DEU",2019-04-24,1.86282086372375
"Germany","GERMANY","DEU",2019-04-25,2.8781533241272
"Germany","GERMANY","DEU",2019-04-26,6.79121541976929
"Germany","GERMANY","DEU",2019-04-27,8.64251804351807
"Germany","GERMANY","DEU",2019-04-28,10.2780323028564
"Germany","GERMANY","DEU",2019-04-29,9.79037570953369
"Germany","GERMANY","DEU",2019-04-30,7.48730516433716
"Germany","GERMANY","DEU",2019-05-01,7.07373762130737
"Germany","GERMANY","DEU",2019-05-02,7.43494176864624
"Germany","GERMANY","DEU",2019-05-03,9.62737941741943
"Germany","GERMANY","DEU",2019-05-04,13.1081609725952
"Germany","GERMANY","DEU",2019-05-05,12.983193397522
"Germany","GERMANY","DEU",2019-05-06,11.9406728744507
"Germany","GERMANY","DEU",2019-05-07,10.4305629730225
"Germany","GERMANY","DEU",2019-05-08,8.38856887817383
"Germany","GERMANY","DEU",2019-05-09,6.84492254257202
"Germany","GERMANY","DEU",2019-05-10,7.02624368667603
"Germany","GERMANY","DEU",2019-05-11,8.36320781707764
"Germany","GERMANY","DEU",2019-05-12,9.47739028930664
"Germany","GERMANY","DEU",2019-05-13,8.89897441864014
"Germany","GERMANY","DEU",2019-05-14,9.38916492462158
"Germany","GERMANY","DEU",2019-05-15,9.37296199798584
"Germany","GERMANY","DEU",2019-05-16,9.08690357208252
"Germany","GERMANY","DEU",2019-05-17,6.26702737808228
"Germany","GERMANY","DEU",2019-05-18,3.26685094833374
"Germany","GERMANY","DEU",2019-05-19,2.35467624664307
"Germany","GERMANY","DEU",2019-05-20,3.73364973068237
"Germany","GERMANY","DEU",2019-05-21,4.93600511550903
"Germany","GERMANY","DEU",2019-05-22,5.83591604232788
"Germany","GERMANY","DEU",2019-05-23,4.27630186080933
"Germany","GERMANY","DEU",2019-05-24,2.2745316028595
"Germany","GERMANY","DEU",2019-05-25,4.22448682785034
"Germany","GERMANY","DEU",2019-05-26,2.61503028869629
"Germany","GERMANY","DEU",2019-05-27,2.72979545593262
"Germany","GERMANY","DEU",2019-05-28,5.59072637557983
"Germany","GERMANY","DEU",2019-05-29,6.37617826461792
"Germany","GERMANY","DEU",2019-05-30,3.54901528358459
"Germany","GERMANY","DEU",2019-05-31,0.754035294055939
"Germany","GERMANY","DEU",2019-06-01,0.136750712990761
"Germany","GERMANY","DEU",2019-06-02,0.00988322589546442
"Germany","GERMANY","DEU",2019-06-03,0.0191675461828709
"Germany","GERMANY","DEU",2019-06-04,0.0695881471037865
"Germany","GERMANY","DEU",2019-06-05,0.00143189495429396
"Germany","GERMANY","DEU",2019-06-06,2.49063563346863
"Germany","GERMANY","DEU",2019-06-07,1.61605334281921
"Germany","GERMANY","DEU",2019-06-08,2.52349472045898
"Germany","GERMANY","DEU",2019-06-09,1.35994112491608
"Germany","GERMANY","DEU",2019-06-10,0.699950456619263
"Germany","GERMANY","DEU",2019-06-11,1.23125791549683
"Germany","GERMANY","DEU",2019-06-12,1.90935122966766
"Germany","GERMANY","DEU",2019-06-13,0.90992671251297
"Germany","GERMANY","DEU",2019-06-14,0.0217131599783897
"Germany","GERMANY","DEU",2019-06-15,0.0727742239832878
"Germany","GERMANY","DEU",2019-06-16,0.979887366294861
"Germany","GERMANY","DEU",2019-06-17,0.0321440808475017
"Germany","GERMANY","DEU",2019-06-18,0.00124345149379223
"Germany","GERMANY","DEU",2019-06-19,0.00073185371002182
"Germany","GERMANY","DEU",2019-06-20,0.147178187966347
"Germany","GERMANY","DEU",2019-06-21,0.620936155319214
"Germany","GERMANY","DEU",2019-06-22,0.393342703580856
"Germany","GERMANY","DEU",2019-06-23,0.0354428142309189
"Germany","GERMANY","DEU",2019-06-24,0.00026238031568937
"Germany","GERMANY","DEU",2019-06-25,0
"Germany","GERMANY","DEU",2019-06-26,0.00101158476900309
"Germany","GERMANY","DEU",2019-06-27,0.389247357845306
"Germany","GERMANY","DEU",2019-06-28,0.296475768089294
"Germany","GERMANY","DEU",2019-06-29,0.00101044261828064
"Germany","GERMANY","DEU",2019-06-30,0
"Germany","GERMANY","DEU",2019-07-01,0.0201235078275204
"Germany","GERMANY","DEU",2019-07-02,0.798814415931702
"Germany","GERMANY","DEU",2019-07-03,1.74352025985718
"Germany","GERMANY","DEU",2019-07-04,1.07365012168884
"Germany","GERMANY","DEU",2019-07-05,0.263103276491165
"Germany","GERMANY","DEU",2019-07-06,0.511771082878113
"Germany","GERMANY","DEU",2019-07-07,2.30255174636841
"Germany","GERMANY","DEU",2019-07-08,3.64232110977173
"Germany","GERMANY","DEU",2019-07-09,3.76877355575562
"Germany","GERMANY","DEU",2019-07-10,2.20117473602295
"Germany","GERMANY","DEU",2019-07-11,1.64037728309631
"Germany","GERMANY","DEU",2019-07-12,1.15434491634369
"Germany","GERMANY","DEU",2019-07-13,1.65258741378784
"Germany","GERMANY","DEU",2019-07-14,2.53773713111877
"Germany","GERMANY","DEU",2019-07-15,2.63694286346436
"Germany","GERMANY","DEU",2019-07-16,2.19294762611389
"Germany","GERMANY","DEU",2019-07-17,1.00241208076477
"Germany","GERMANY","DEU",2019-07-18,0.0162181090563536
"Germany","GERMANY","DEU",2019-07-19,0.0191789828240871
"Germany","GERMANY","DEU",2019-07-20,0.00042381547973491
"Germany","GERMANY","DEU",2019-07-21,0.0183204263448715
"Germany","GERMANY","DEU",2019-07-22,0.0645493641495705
"Germany","GERMANY","DEU",2019-07-23,0
"Germany","GERMANY","DEU",2019-07-24,0
"Germany","GERMANY","DEU",2019-07-25,0
"Germany","GERMANY","DEU",2019-07-26,0
"Germany","GERMANY","DEU",2019-07-27,0.00123912596609443
"Germany","GERMANY","DEU",2019-07-28,0.142012298107147
"Germany","GERMANY","DEU",2019-07-29,0.0794189274311066
"Germany","GERMANY","DEU",2019-07-30,0.00053962890524417
"Germany","GERMANY","DEU",2019-07-31,0.109159275889397
"Germany","GERMANY","DEU",2019-08-01,0.0612378045916557
"Germany","GERMANY","DEU",2019-08-02,0.0821493417024612
"Germany","GERMANY","DEU",2019-08-03,0.367081135511398
"Germany","GERMANY","DEU",2019-08-04,0.0570511259138584
"Germany","GERMANY","DEU",2019-08-05,0.00152842921670526
"Germany","GERMANY","DEU",2019-08-06,0.00481025362387299
"Germany","GERMANY","DEU",2019-08-07,0.184923425316811
"Germany","GERMANY","DEU",2019-08-08,0.0431238822638988
"Germany","GERMANY","DEU",2019-08-09,0.00795611459761858
"Germany","GERMANY","DEU",2019-08-10,0.00369817065075039
"Germany","GERMANY","DEU",2019-08-11,0.112560339272022
"Germany","GERMANY","DEU",2019-08-12,1.38900101184845
"Germany","GERMANY","DEU",2019-08-13,2.69478821754456
"Germany","GERMANY","DEU",2019-08-14,2.36876583099365
"Germany","GERMANY","DEU",2019-08-15,1.65564870834351
"Germany","GERMANY","DEU",2019-08-16,0.66606879234314
"Germany","GERMANY","DEU",2019-08-17,0.220544561743736
"Germany","GERMANY","DEU",2019-08-18,0.392227709293365
"Germany","GERMANY","DEU",2019-08-19,0.521134972572327
"Germany","GERMANY","DEU",2019-08-20,1.87262463569641
"Germany","GERMANY","DEU",2019-08-21,2.03537368774414
"Germany","GERMANY","DEU",2019-08-22,0.529839277267456
"Germany","GERMANY","DEU",2019-08-23,0.129091277718544
"Germany","GERMANY","DEU",2019-08-24,0.0120853632688522
"Germany","GERMANY","DEU",2019-08-25,0.00804248359054327
"Germany","GERMANY","DEU",2019-08-26,0.00579833053052425
"Germany","GERMANY","DEU",2019-08-27,0.00083023536717519
"Germany","GERMANY","DEU",2019-08-28,0.0006335528451018
"Germany","GERMANY","DEU",2019-08-29,0.00792223960161209
"Germany","GERMANY","DEU",2019-08-30,0.0112012149766087
"Germany","GERMANY","DEU",2019-08-31,0.00160339300055056
"Germany","GERMANY","DEU",2019-09-01,0.437260508537292
"Germany","GERMANY","DEU",2019-09-02,2.84423542022705
"Germany","GERMANY","DEU",2019-09-03,2.51536417007446
"Germany","GERMANY","DEU",2019-09-04,0.986439168453217
"Germany","GERMANY","DEU",2019-09-05,3.58442831039429
"Germany","GERMANY","DEU",2019-09-06,4.54394483566284
"Germany","GERMANY","DEU",2019-09-07,4.89254951477051
"Germany","GERMANY","DEU",2019-09-08,5.6359806060791
"Germany","GERMANY","DEU",2019-09-09,5.84436702728271
"Germany","GERMANY","DEU",2019-09-10,5.12714147567749
"Germany","GERMANY","DEU",2019-09-11,3.68179988861084
"Germany","GERMANY","DEU",2019-09-12,0.771795868873596
"Germany","GERMANY","DEU",2019-09-13,1.12785959243774
"Germany","GERMANY","DEU",2019-09-14,3.21263527870178
"Germany","GERMANY","DEU",2019-09-15,1.57472395896912
"Germany","GERMANY","DEU",2019-09-16,2.93746566772461
"Germany","GERMANY","DEU",2019-09-17,4.70801258087158
"Germany","GERMANY","DEU",2019-09-18,7.01837205886841
"Germany","GERMANY","DEU",2019-09-19,7.94044303894043
"Germany","GERMANY","DEU",2019-09-20,7.37412595748901
"Germany","GERMANY","DEU",2019-09-21,4.15209150314331
"Germany","GERMANY","DEU",2019-09-22,1.889120221138
"Germany","GERMANY","DEU",2019-09-23,3.29189157485962
"Germany","GERMANY","DEU",2019-09-24,3.65260481834412
"Germany","GERMANY","DEU",2019-09-25,3.57157731056213
"Germany","GERMANY","DEU",2019-09-26,2.86385440826416
"Germany","GERMANY","DEU",2019-09-27,2.72998523712158
"Germany","GERMANY","DEU",2019-09-28,3.53847622871399
"Germany","GERMANY","DEU",2019-09-29,2.93757367134094
"Germany","GERMANY","DEU",2019-09-30,3.85303282737732
"Germany","GERMANY","DEU",2019-10-01,3.96733140945435
"Germany","GERMANY","DEU",2019-10-02,7.45251369476318
"Germany","GERMANY","DEU",2019-10-03,9.06329154968262
"Germany","GERMANY","DEU",2019-10-04,8.77706718444824
"Germany","GERMANY","DEU",2019-10-05,8.81034374237061
"Germany","GERMANY","DEU",2019-10-06,10.2848663330078
"Germany","GERMANY","DEU",2019-10-07,9.71341228485107
"Germany","GERMANY","DEU",2019-10-08,6.37310171127319
"Germany","GERMANY","DEU",2019-10-09,6.70283603668213
"Germany","GERMANY","DEU",2019-10-10,7.29452276229858
"Germany","GERMANY","DEU",2019-10-11,5.44230794906616
"Germany","GERMANY","DEU",2019-10-12,3.17682290077209
"Germany","GERMANY","DEU",2019-10-13,0.927359640598297
"Germany","GERMANY","DEU",2019-10-14,1.56080734729767
"Germany","GERMANY","DEU",2019-10-15,3.39049196243286
"Germany","GERMANY","DEU",2019-10-16,5.68156480789185
"Germany","GERMANY","DEU",2019-10-17,4.60824632644653
"Germany","GERMANY","DEU",2019-10-18,4.93150043487549
"Germany","GERMANY","DEU",2019-10-19,5.96455478668213
"Germany","GERMANY","DEU",2019-10-20,5.21166086196899
"Germany","GERMANY","DEU",2019-10-21,4.6714882850647
"Germany","GERMANY","DEU",2019-10-22,6.27087068557739
"Germany","GERMANY","DEU",2019-10-23,6.0916895866394
"Germany","GERMANY","DEU",2019-10-24,4.63516616821289
"Germany","GERMANY","DEU",2019-10-25,4.78311061859131
"Germany","GERMANY","DEU",2019-10-26,4.31222724914551
"Germany","GERMANY","DEU",2019-10-27,7.12001800537109
"Germany","GERMANY","DEU",2019-10-28,11.2609672546387
"Germany","GERMANY","DEU",2019-10-29,12.4247674942017
"Germany","GERMANY","DEU",2019-10-30,14.3368053436279
"Germany","GERMANY","DEU",2019-10-31,15.1439867019653
"Germany","GERMANY","DEU",2019-11-01,12.8444480895996
"Germany","GERMANY","DEU",2019-11-02,5.96236085891724
"Germany","GERMANY","DEU",2019-11-03,7.19661045074463
"Germany","GERMANY","DEU",2019-11-04,8.13693714141846
"Germany","GERMANY","DEU",2019-11-05,9.80300807952881
"Germany","GERMANY","DEU",2019-11-06,10.8473415374756
"Germany","GERMANY","DEU",2019-11-07,11.2141971588135
"Germany","GERMANY","DEU",2019-11-08,12.6172275543213
"Germany","GERMANY","DEU",2019-11-09,13.5003719329834
"Germany","GERMANY","DEU",2019-11-10,15.7015104293823
"Germany","GERMANY","DEU",2019-11-11,15.6108722686768
"Germany","GERMANY","DEU",2019-11-12,13.7011985778809
"Germany","GERMANY","DEU",2019-11-13,14.2411785125732
"Germany","GERMANY","DEU",2019-11-14,14.2012052536011
"Germany","GERMANY","DEU",2019-11-15,13.6253452301025
"Germany","GERMANY","DEU",2019-11-16,14.0439491271973
"Germany","GERMANY","DEU",2019-11-17,14.5726928710938
"Germany","GERMANY","DEU",2019-11-18,13.2006006240845
"Germany","GERMANY","DEU",2019-11-19,13.9097242355347
"Germany","GERMANY","DEU",2019-11-20,15.5943250656128
"Germany","GERMANY","DEU",2019-11-21,14.1428861618042
"Germany","GERMANY","DEU",2019-11-22,13.3625860214233
"Germany","GERMANY","DEU",2019-11-23,12.1558685302734
"Germany","GERMANY","DEU",2019-11-24,13.1957178115845
"Germany","GERMANY","DEU",2019-11-25,13.6866302490234
"Germany","GERMANY","DEU",2019-11-26,11.2568664550781
"Germany","GERMANY","DEU",2019-11-27,9.83541584014893
"Germany","GERMANY","DEU",2019-11-28,9.0693883895874
"Germany","GERMANY","DEU",2019-11-29,12.8543472290039
"Germany","GERMANY","DEU",2019-11-30,16.306957244873
"Germany","GERMANY","DEU",2019-12-01,17.5344486236572
"Germany","GERMANY","DEU",2019-12-02,16.2449226379395
"Germany","GERMANY","DEU",2019-12-03,15.2126817703247
"Germany","GERMANY","DEU",2019-12-04,16.6725425720215
"Germany","GERMANY","DEU",2019-12-05,18.3085250854492
"Germany","GERMANY","DEU",2019-12-06,15.4977264404297
"Germany","GERMANY","DEU",2019-12-07,10.6821804046631
"Germany","GERMANY","DEU",2019-12-08,9.88341522216797
"Germany","GERMANY","DEU",2019-12-09,11.9173145294189
"Germany","GERMANY","DEU",2019-12-10,15.5023288726807
"Germany","GERMANY","DEU",2019-12-11,15.9313097000122
"Germany","GERMANY","DEU",2019-12-12,15.5481939315796
"Germany","GERMANY","DEU",2019-12-13,15.822904586792
"Germany","GERMANY","DEU",2019-12-14,13.0912160873413
"Germany","GERMANY","DEU",2019-12-15,11.044059753418
"Germany","GERMANY","DEU",2019-12-16,11.4025182723999
"Germany","GERMANY","DEU",2019-12-17,9.0901460647583
"Germany","GERMANY","DEU",2019-12-18,10.8001003265381
"Germany","GERMANY","DEU",2019-12-19,11.6932125091553
"Germany","GERMANY","DEU",2019-12-20,10.946117401123
"Germany","GERMANY","DEU",2019-12-21,12.2159128189087
"Germany","GERMANY","DEU",2019-12-22,12.4922466278076
"Germany","GERMANY","DEU",2019-12-23,11.6928110122681
"Germany","GERMANY","DEU",2019-12-24,11.9354209899902
"Germany","GERMANY","DEU",2019-12-25,12.2664995193481
"Germany","GERMANY","DEU",2019-12-26,14.3585834503174
"Germany","GERMANY","DEU",2019-12-27,15.0115842819214
"Germany","GERMANY","DEU",2019-12-28,18.2145748138428
"Germany","GERMANY","DEU",2019-12-29,18.7254657745361
"Germany","GERMANY","DEU",2019-12-30,15.5549192428589
"Germany","GERMANY","DEU",2019-12-31,15.4331102371216
"Germany","GERMANY","DEU",2020-01-01,18.1532039642334
"Germany","GERMANY","DEU",2020-01-02,18.2831974029541
"Germany","GERMANY","DEU",2020-01-03,13.1813440322876
"Germany","GERMANY","DEU",2020-01-04,13.8560876846313
"Germany","GERMANY","DEU",2020-01-05,14.8456268310547
"Germany","GERMANY","DEU",2020-01-06,15.6178388595581
"Germany","GERMANY","DEU",2020-01-07,14.5257663726807
"Germany","GERMANY","DEU",2020-01-08,12.1752643585205
"Germany","GERMANY","DEU",2020-01-09,9.3496618270874
"Germany","GERMANY","DEU",2020-01-10,10.7082166671753
"Germany","GERMANY","DEU",2020-01-11,14.5633535385132
"Germany","GERMANY","DEU",2020-01-12,15.0417976379395
"Germany","GERMANY","DEU",2020-01-13,13.3188676834106
"Germany","GERMANY","DEU",2020-01-14,10.9800863265991
"Germany","GERMANY","DEU",2020-01-15,9.38513660430908
"Germany","GERMANY","DEU",2020-01-16,11.4156932830811
"Germany","GERMANY","DEU",2020-01-17,12.5843372344971
"Germany","GERMANY","DEU",2020-01-18,14.2957382202148
"Germany","GERMANY","DEU",2020-01-19,16.008975982666
"Germany","GERMANY","DEU",2020-01-20,16.311559677124
"Germany","GERMANY","DEU",2020-01-21,18.1466312408447
"Germany","GERMANY","DEU",2020-01-22,18.0110263824463
"Germany","GERMANY","DEU",2020-01-23,17.2897338867188
"Germany","GERMANY","DEU",2020-01-24,18.3110389709473
"Germany","GERMANY","DEU",2020-01-25,17.525484085083
"Germany","GERMANY","DEU",2020-01-26,16.0826377868652
"Germany","GERMANY","DEU",2020-01-27,12.7265949249268
"Germany","GERMANY","DEU",2020-01-28,13.5709314346313
"Germany","GERMANY","DEU",2020-01-29,14.732720375061
"Germany","GERMANY","DEU",2020-01-30,11.9759483337402
"Germany","GERMANY","DEU",2020-01-31,7.41017866134644
"Germany","GERMANY","DEU",2020-02-01,7.63396024703979
"Germany","GERMANY","DEU",2020-02-02,9.621169090271
"Germany","GERMANY","DEU",2020-02-03,9.76322841644287
"Germany","GERMANY","DEU",2020-02-04,13.9811544418335
"Germany","GERMANY","DEU",2020-02-05,15.5868835449219
"Germany","GERMANY","DEU",2020-02-06,15.9029750823975
"Germany","GERMANY","DEU",2020-02-07,15.5758485794067
"Germany","GERMANY","DEU",2020-02-08,14.5476779937744
"Germany","GERMANY","DEU",2020-02-09,9.92549228668213
"Germany","GERMANY","DEU",2020-02-10,10.4730863571167
"Germany","GERMANY","DEU",2020-02-11,13.9801015853882
"Germany","GERMANY","DEU",2020-02-12,14.6259326934814
"Germany","GERMANY","DEU",2020-02-13,14.6897802352905
"Germany","GERMANY","DEU",2020-02-14,12.8683776855469
"Germany","GERMANY","DEU",2020-02-15,11.6164693832397
"Germany","GERMANY","DEU",2020-02-16,6.55860710144043
"Germany","GERMANY","DEU",2020-02-17,9.85588550567627
"Germany","GERMANY","DEU",2020-02-18,12.0864162445068
"Germany","GERMANY","DEU",2020-02-19,13.4606781005859
"Germany","GERMANY","DEU",2020-02-20,12.3850402832031
"Germany","GERMANY","DEU",2020-02-21,12.8993654251099
"Germany","GERMANY","DEU",2020-02-22,10.583607673645
"Germany","GERMANY","DEU",2020-02-23,9.3859691619873
"Germany","GERMANY","DEU",2020-02-24,11.6311941146851
"Germany","GERMANY","DEU",2020-02-25,11.0376262664795
"Germany","GERMANY","DEU",2020-02-26,15.5434017181396
"Germany","GERMANY","DEU",2020-02-27,15.9417304992676
"Germany","GERMANY","DEU",2020-02-28,15.0131855010986
"Germany","GERMANY","DEU",2020-02-29,10.7597627639771
"Germany","GERMANY","DEU",2020-03-01,11.3452320098877
"Germany","GERMANY","DEU",2020-03-02,12.3129615783691
"Germany","GERMANY","DEU",2020-03-03,13.9618768692017
"Germany","GERMANY","DEU",2020-03-04,14.5239000320435
"Germany","GERMANY","DEU",2020-03-05,13.3106622695923
"Germany","GERMANY","DEU",2020-03-06,13.2077417373657
"Germany","GERMANY","DEU",2020-03-07,13.6766710281372
"Germany","GERMANY","DEU",2020-03-08,11.6935529708862
"Germany","GERMANY","DEU",2020-03-09,11.5427732467651
"Germany","GERMANY","DEU",2020-03-10,11.0474920272827
"Germany","GERMANY","DEU",2020-03-11,7.11664056777954
"Germany","GERMANY","DEU",2020-03-12,8.35311603546143
"Germany","GERMANY","DEU",2020-03-13,12.1488723754883
"Germany","GERMANY","DEU",2020-03-14,13.6882524490356
"Germany","GERMANY","DEU",2020-03-15,10.6266241073608
"Germany","GERMANY","DEU",2020-03-16,8.87504959106445
"Germany","GERMANY","DEU",2020-03-17,8.60955715179443
"Germany","GERMANY","DEU",2020-03-18,7.88636159896851
"Germany","GERMANY","DEU",2020-03-19,7.92919635772705
"Germany","GERMANY","DEU",2020-03-20,9.67172336578369
"Germany","GERMANY","DEU",2020-03-21,14.1875228881836
"Germany","GERMANY","DEU",2020-03-22,15.8397483825684
"Germany","GERMANY","DEU",2020-03-23,16.5278701782227
"Germany","GERMANY","DEU",2020-03-24,15.7128028869629
"Germany","GERMANY","DEU",2020-03-25,14.8248643875122
"Germany","GERMANY","DEU",2020-03-26,13.8969812393188
"Germany","GERMANY","DEU",2020-03-27,9.93198204040527
"Germany","GERMANY","DEU",2020-03-28,9.79783535003662
"Germany","GERMANY","DEU",2020-03-29,14.8763942718506
"Germany","GERMANY","DEU",2020-03-30,16.777156829834
"Germany","GERMANY","DEU",2020-03-31,15.9839191436768
"Germany","GERMANY","DEU",2020-04-01,14.9241275787354
"Germany","GERMANY","DEU",2020-04-02,12.4993705749512
"Germany","GERMANY","DEU",2020-04-03,11.7286548614502
"Germany","GERMANY","DEU",2020-04-04,10.9679288864136
"Germany","GERMANY","DEU",2020-04-05,7.67994260787964
"Germany","GERMANY","DEU",2020-04-06,4.74002170562744
"Germany","GERMANY","DEU",2020-04-07,4.72681903839111
"Germany","GERMANY","DEU",2020-04-08,3.67954063415527
"Germany","GERMANY","DEU",2020-04-09,4.86721563339233
"Germany","GERMANY","DEU",2020-04-10,6.4979419708252
"Germany","GERMANY","DEU",2020-04-11,6.36538028717041
"Germany","GERMANY","DEU",2020-04-12,3.69857501983643
"Germany","GERMANY","DEU",2020-04-13,9.358962059021
"Germany","GERMANY","DEU",2020-04-14,13.3210859298706
"Germany","GERMANY","DEU",2020-04-15,9.78892135620117
"Germany","GERMANY","DEU",2020-04-16,5.55853319168091
"Germany","GERMANY","DEU",2020-04-17,5.07494878768921
"Germany","GERMANY","DEU",2020-04-18,4.63599920272827
"Germany","GERMANY","DEU",2020-04-19,6.45703220367432
"Germany","GERMANY","DEU",2020-04-20,6.94184589385986
"Germany","GERMANY","DEU",2020-04-21,5.71496105194092
"Germany","GERMANY","DEU",2020-04-22,4.79313468933105
"Germany","GERMANY","DEU",2020-04-23,4.55549240112305
"Germany","GERMANY","DEU",2020-04-24,4.59557485580444
"Germany","GERMANY","DEU",2020-04-25,7.28466844558716
"Germany","GERMANY","DEU",2020-04-26,7.04884719848633
"Germany","GERMANY","DEU",2020-04-27,4.46545600891113
"Germany","GERMANY","DEU",2020-04-28,4.99765014648438
"Germany","GERMANY","DEU",2020-04-29,6.05579805374146
"Germany","GERMANY","DEU",2020-04-30,6.62079858779907
"Germany","GERMANY","DEU",2020-05-01,7.93294048309326
"Germany","GERMANY","DEU",2020-05-02,9.17404937744141
"Germany","GERMANY","DEU",2020-05-03,7.84631872177124
"Germany","GERMANY","DEU",2020-05-04,7.40749740600586
"Germany","GERMANY","DEU",2020-05-05,9.41775703430176
"Germany","GERMANY","DEU",2020-05-06,8.41990184783936
"Germany","GERMANY","DEU",2020-05-07,6.17463159561157
"Germany","GERMANY","DEU",2020-05-08,3.17955303192139
"Germany","GERMANY","DEU",2020-05-09,1.99343180656433
"Germany","GERMANY","DEU",2020-05-10,2.36423492431641
"Germany","GERMANY","DEU",2020-05-11,10.3769826889038
"Germany","GERMANY","DEU",2020-05-12,11.6919860839844
"Germany","GERMANY","DEU",2020-05-13,9.99994087219238
"Germany","GERMANY","DEU",2020-05-14,9.37185096740723
"Germany","GERMANY","DEU",2020-05-15,8.62488842010498
"Germany","GERMANY","DEU",2020-05-16,6.83891677856445
"Germany","GERMANY","DEU",2020-05-17,5.54787397384644
"Germany","GERMANY","DEU",2020-05-18,2.85946011543274
"Germany","GERMANY","DEU",2020-05-19,1.80223107337952
"Germany","GERMANY","DEU",2020-05-20,2.41525149345398
"Germany","GERMANY","DEU",2020-05-21,1.52445316314697
"Germany","GERMANY","DEU",2020-05-22,0.656840205192566
"Germany","GERMANY","DEU",2020-05-23,4.27833843231201
"Germany","GERMANY","DEU",2020-05-24,5.72819852828979
"Germany","GERMANY","DEU",2020-05-25,4.86499738693237
"Germany","GERMANY","DEU",2020-05-26,4.59771966934204
"Germany","GERMANY","DEU",2020-05-27,2.69367074966431
"Germany","GERMANY","DEU",2020-05-28,3.8172345161438
"Germany","GERMANY","DEU",2020-05-29,3.90300345420837
"Germany","GERMANY","DEU",2020-05-30,3.72736692428589
"Germany","GERMANY","DEU",2020-05-31,3.60008454322815
"Germany","GERMANY","DEU",2020-06-01,1.08301103115082
"Germany","GERMANY","DEU",2020-06-02,0.309586554765701
"Germany","GERMANY","DEU",2020-06-03,0.238874703645706
"Germany","GERMANY","DEU",2020-06-04,3.63090920448303
"Germany","GERMANY","DEU",2020-06-05,6.59614086151123
"Germany","GERMANY","DEU",2020-06-06,5.72489261627197
"Germany","GERMANY","DEU",2020-06-07,5.12124490737915
"Germany","GERMANY","DEU",2020-06-08,4.31897068023682
"Germany","GERMANY","DEU",2020-06-09,4.04196453094482
"Germany","GERMANY","DEU",2020-06-10,3.5788631439209
"Germany","GERMANY","DEU",2020-06-11,2.79977488517761
"Germany","GERMANY","DEU",2020-06-12,0.0950442776083946
"Germany","GERMANY","DEU",2020-06-13,0.100431226193905
"Germany","GERMANY","DEU",2020-06-14,1.07135713100433
"Germany","GERMANY","DEU",2020-06-15,1.23501074314117
"Germany","GERMANY","DEU",2020-06-16,0.984200179576874
"Germany","GERMANY","DEU",2020-06-17,0.834861218929291
"Germany","GERMANY","DEU",2020-06-18,1.13748669624329
"Germany","GERMANY","DEU",2020-06-19,1.37489175796509
"Germany","GERMANY","DEU",2020-06-20,1.26162922382355
"Germany","GERMANY","DEU",2020-06-21,0.332602798938751
"Germany","GERMANY","DEU",2020-06-22,0.149488270282745
"Germany","GERMANY","DEU",2020-06-23,0.0879091396927834
"Germany","GERMANY","DEU",2020-06-24,0.0943236649036408
"Germany","GERMANY","DEU",2020-06-25,0.159247010946274
"Germany","GERMANY","DEU",2020-06-26,0.0133693544194102
"Germany","GERMANY","DEU",2020-06-27,0.00166398542933166
"Germany","GERMANY","DEU",2020-06-28,0.0586792975664139
"Germany","GERMANY","DEU",2020-06-29,1.00470983982086
"Germany","GERMANY","DEU",2020-06-30,1.01092445850372
"Germany","GERMANY","DEU",2020-07-01,0.226104408502579
"Germany","GERMANY","DEU",2020-07-02,0.583623468875885
"Germany","GERMANY","DEU",2020-07-03,0.978443145751953
"Germany","GERMANY","DEU",2020-07-04,0.233860462903976
"Germany","GERMANY","DEU",2020-07-05,0.0194062367081642
"Germany","GERMANY","DEU",2020-07-06,2.14705395698547
"Germany","GERMANY","DEU",2020-07-07,3.15369606018066
"Germany","GERMANY","DEU",2020-07-08,3.020343542099
"Germany","GERMANY","DEU",2020-07-09,0.96836531162262
"Germany","GERMANY","DEU",2020-07-10,1.28449606895447
"Germany","GERMANY","DEU",2020-07-11,3.04390645027161
"Germany","GERMANY","DEU",2020-07-12,2.41169810295105
"Germany","GERMANY","DEU",2020-07-13,0.773591220378876
"Germany","GERMANY","DEU",2020-07-14,0.737651824951172
"Germany","GERMANY","DEU",2020-07-15,2.1515691280365
"Germany","GERMANY","DEU",2020-07-16,3.14331245422363
"Germany","GERMANY","DEU",2020-07-17,1.32059037685394
